-2.116402e-004	0.963668
0.00169312	0.949827
0.00359788	0.922145
0.00571429	0.859862
0.00783069	0.783737
0.0103704	0.67301
0.0118519	0.603806
0.0139683	0.548443
0.0162963	0.534602
0.0184127	0.583045
0.0198942	0.679931
0.021164	0.742215
0.0228571	0.82526
0.024127	0.922145
0.0258201	1.00519
0.0283598	1.08824
0.0298413	1.11592
0.0321693	1.15052
0.034709	1.19896
0.0374603	1.22664
0.04	1.25433
0.0446561	1.28893
0.0480423	1.33045
0.050582	1.35121
0.0541799	1.39273
0.0571429	1.4481
0.0601058	1.49654
0.0628571	1.54498
0.0656085	1.60727
0.0685714	1.70415
0.0702646	1.77336
0.0719577	1.88408
0.0738624	2.02249
0.0759788	2.25087
0.0772487	2.41003
0.0780952	2.42388
0.0793651	2.36159
0.0804233	2.27163
0.0816931	2.14706
0.0835979	2.00173
0.0850794	1.84948
0.0855026	1.7872
0.0863492	1.69031
0.088254	1.53806
0.0895238	1.42042
0.0914286	1.27509
0.0931217	1.1782
0.0950265	1.109
0.0982011	1.04671
0.100529	1.03979
0.103492	1.01211
0.108783	1.00519
0.13037	1.00519
0.159788	0.99827
