1.883461e-004	0.974453
6.592113e-004	0.974453
0.00207181	0.963162
0.00301354	0.95187
0.00452031	0.923641
0.00536786	0.90247
0.00640377	0.868596
0.00819305	0.80367
0.00894644	0.765561
0.0101707	0.709104
0.0108299	0.676641
0.01196	0.620183
0.0133726	0.553846
0.015256	0.501623
0.0158211	0.494566
0.0161978	0.494566
0.0164803	0.494566
0.0169511	0.501623
0.0177045	0.515737
0.0180812	0.529852
0.0185521	0.549612
0.019023	0.572195
0.0194938	0.603246
0.0199647	0.631475
0.0210006	0.713338
0.0214715	0.755681
0.0219423	0.79379
0.0226015	0.847424
0.0230724	0.895413
0.0235433	0.927876
0.0240141	0.956104
0.0247675	1.00974
0.0254267	1.04079
0.0265568	1.08737
0.0271218	1.11136
0.0279694	1.13536
0.0290053	1.16359
0.0296645	1.18476
0.0306062	1.21016
0.0318305	1.23839
0.0339023	1.27085
0.0360683	1.30473
0.0374809	1.3259
0.0383284	1.33437
0.0392702	1.34425
0.0403061	1.35413
0.0412478	1.3626
0.0421895	1.37671
0.0433196	1.39647
0.0456739	1.45716
0.0463331	1.4741
0.046804	1.48821
0.047369	1.50939
0.0483108	1.54467
0.0508534	1.63359
0.052266	1.69993
0.0533961	1.76768
0.0546204	1.85519
0.0558446	1.94411
0.0562213	1.99774
0.0569747	2.07537
0.0574456	2.12477
0.0580106	2.19675
0.0585756	2.27579
0.059329	2.33507
0.0595174	2.34072
0.0598941	2.35483
0.0600824	2.35483
0.0604591	2.34637
0.0614008	2.29273
0.0619659	2.25603
0.0629076	2.16288
0.0630959	2.1403
0.0634726	2.1036
0.0640377	2.05561
0.0644144	2.01609
0.0651677	1.95116
0.0661095	1.86083
0.0668629	1.79308
0.0678046	1.70558
0.068558	1.635
0.069123	1.58419
0.0698764	1.51644
0.0704414	1.46281
0.0713832	1.39224
0.0723249	1.3132
0.073455	1.24263
0.0757151	1.13253
0.0777869	1.07325
0.079482	1.04502
0.084379	1.01115
0.0864509	1.0055
0.0907828	1.00268
0.109052	0.999859
0.159906	0.999859
