0	0.968966
0.00190224	0.962069
0.003804496	0.934483
0.004649936	0.927586
0.006340816	0.893103
0.008031712	0.858621
0.009722592	0.789655
0.010568032	0.741379
0.012047552	0.658621
0.013527088	0.562069
0.014795248	0.534483
0.015852048	0.506897
0.01754288	0.513793
0.01838832	0.534483
0.0190224	0.575862
0.01944512	0.610345
0.0200792	0.672414
0.02050192	0.741379
0.02134736	0.837931
0.02261552	1.01034
0.02346096	1.11379
0.02494048	1.27241
0.02663136	1.38966
0.02959056	1.4931
0.03276096	1.59655
0.03445184	1.67931
0.03656544	1.77586
0.03804496	1.86552
0.03931312	1.94138
0.04015856	2.04483
0.04142672	2.15517
0.04290624	2.3
0.0431176	2.34138
0.04354032	2.38276
0.04438576	2.41724
0.04586528	2.35517
0.0473448	2.22414
0.04882432	2.1
0.04988112	1.97586
0.051572	1.80345
0.05284016	1.7
0.05389696	1.59655
0.05516512	1.48621
0.05664464	1.35517
0.05918096	1.19655
0.06087184	1.13448
0.06298544	1.06552
0.06488768	1.04483
0.06700128	1.03103
0.06974896	1.02414
0.07397616	1.01034
0.08708064	0.996552
0.15936592	1.00345
