1.883461e-004	0.982922
0.00188346	0.974453
0.00470865	0.934933
0.00659211	0.889767
0.00809888	0.844601
0.0094173	0.785321
0.0113008	0.694989
0.0124308	0.632886
0.0143143	0.539732
0.0158211	0.480452
0.0165745	0.46916
0.0169511	0.46916
0.0173278	0.474806
0.0184579	0.519972
0.0193996	0.582075
0.0199647	0.649824
0.0207181	0.73451
0.0214715	0.830487
0.0224132	0.963162
0.0231666	1.05067
0.02392	1.13253
0.0246733	1.19464
0.0263685	1.31037
0.0278752	1.37248
0.0284403	1.39506
0.0303237	1.45716
0.0320188	1.52773
0.0339023	1.6096
0.0359741	1.71404
0.0372925	1.78462
0.0387993	1.87212
0.039741	1.94552
0.0406828	2.0415
0.0416245	2.16853
0.0429429	2.3012
0.0433196	2.33507
0.0436963	2.34919
0.0438846	2.35483
0.044073	2.35766
0.0444497	2.34919
0.0450147	2.32378
0.0455798	2.28991
0.0463331	2.21934
0.0470865	2.15441
0.0476516	2.10078
0.0482166	2.04714
0.0487816	1.98504
0.049535	1.92294
0.0502884	1.84672
0.0506651	1.81284
0.0517952	1.71404
0.0521719	1.66888
0.0534903	1.55314
0.054432	1.47692
0.0555621	1.38377
0.0561271	1.33296
0.0566922	1.29626
0.0570689	1.27368
0.0581989	1.20028
0.059329	1.14947
0.0604591	1.10713
0.0621542	1.06478
0.0634726	1.04502
0.0646027	1.03091
0.0670512	1.01397
0.0681813	1.01115
0.0708181	1.0055
0.0736433	1.00268
0.0757151	1.00268
0.0791054	1.00268
0.0853208	0.999859
0.100012	0.999859
0.159906	0.999859
