0	0.962069
8.454425e-004	0.955172
0.00211361	0.948276
0.00401585	0.92069
0.0059181	0.872414
0.00739762	0.824138
0.00845443	0.789655
0.00993395	0.72069
0.0107794	0.665517
0.0118362	0.631034
0.012893	0.582759
0.0137384	0.562069
0.0147952	0.534483
0.0156407	0.513793
0.0177543	0.555172
0.0183884	0.603448
0.0188111	0.637931
0.0207133	0.67931
0.0215588	0.748276
0.0224042	0.824138
0.023461	0.927586
0.0243065	1.00345
0.0249406	1.05862
0.025786	1.12759
0.0274769	1.18276
0.028745	1.23103
0.0308587	1.27931
0.0336063	1.32759
0.0361427	1.38966
0.0378336	1.41724
0.0407926	1.44483
0.0429062	1.47931
0.0445971	1.5069
0.0467107	1.54828
0.049247	1.61724
0.0513606	1.7
0.0532629	1.76897
0.0547424	1.83793
0.0553765	1.92069
0.0564333	1.96897
0.0572787	2.05172
0.0579128	2.12069
0.0585469	2.19655
0.059181	2.27931
0.0600264	2.36207
0.0606605	2.40345
0.0608719	2.42414
0.06214	2.36897
0.0634082	2.2931
0.0646764	2.16207
0.0663672	2.03103
0.067424	1.91379
0.0691149	1.75517
0.0701717	1.64483
0.0716513	1.51379
0.072074	1.45862
0.0741876	1.32069
0.0754557	1.23793
0.0775694	1.12069
0.0786262	1.0931
0.0807398	1.05862
0.0820079	1.05172
0.0836988	1.02414
0.0887715	1.00345
0.159155	0.996552
